customer_id,phone_service,internet_service,online_backup,online_security,device_protection,tech_support,streaming_tv,streaming_movies
9031-ZVQPT,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5054-IEXZT,Yes,Fiber optic,Yes,No,No,No,No,No
0386-CWRGM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5499-ECUTN,Yes,DSL,No,Yes,Yes,No,Yes,No
5371-VYLSX,Yes,Fiber optic,Yes,Yes,No,No,No,No
8701-DGLVH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8622-ZLFKO,Yes,Fiber optic,Yes,No,No,No,No,Yes
8510-AWCXC,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
8169-SAEJD,No,DSL,Yes,Yes,No,No,Yes,Yes
9851-QXEEQ,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4086-YQSNZ,Yes,Fiber optic,No,No,No,No,Yes,No
6661-HBGWL,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4712-AUQZO,No,DSL,No,Yes,Yes,No,No,No
5027-XWQHA,Yes,DSL,No,No,No,No,No,No
6048-NJXHX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7693-LCKZL,Yes,Fiber optic,Yes,No,No,No,No,No
7153-CHRBV,Yes,DSL,No,Yes,Yes,Yes,No,No
6807-SIWJI,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
5167-ZFFMM,Yes,Fiber optic,Yes,No,No,No,No,Yes
2007-QVGAW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2483-XSSMZ,Yes,DSL,No,Yes,No,No,No,No
7306-YDSOI,Yes,DSL,Yes,Yes,Yes,No,No,No
9754-CLVZW,No,DSL,Yes,Yes,No,Yes,No,No
1465-LNTLJ,Yes,DSL,No,No,Yes,Yes,No,Yes
4778-IZARL,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2384-OVPSA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7636-PEPNS,Yes,DSL,No,No,No,No,No,No
5583-EJXRD,No,DSL,Yes,Yes,Yes,Yes,No,Yes
6925-BAYGL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2845-AFFTX,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2889-FPWRM,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3071-VBYPO,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
9927-DSWDF,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3795-CAWEX,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0565-JUPYD,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
1697-BCSHV,Yes,DSL,Yes,No,No,No,Yes,No
6653-CBBOM,Yes,Fiber optic,No,No,No,No,No,No
7706-YLMQA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7579-OOPEC,Yes,DSL,Yes,No,No,No,No,No
3677-TNKIO,Yes,Fiber optic,No,No,No,No,No,No
9871-ELEYA,Yes,DSL,No,Yes,Yes,Yes,Yes,No
2657-VPXTA,Yes,Fiber optic,No,No,No,No,Yes,Yes
8444-WRIDW,Yes,Fiber optic,Yes,No,No,No,No,No
5296-BFCYD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8947-YRTDV,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
0415-MOSGF,Yes,DSL,No,No,No,No,No,No
9565-FLVCG,Yes,DSL,Yes,Yes,No,No,No,Yes
0895-UADGO,No,DSL,No,Yes,No,Yes,No,Yes
0786-VSSUD,No,DSL,Yes,No,No,No,Yes,No
2712-SYWAY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4361-FEBGN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1077-HUUJM,Yes,Fiber optic,No,No,No,No,No,No
4324-BZCKL,Yes,DSL,Yes,No,Yes,No,No,No
2162-FRZAA,No,DSL,Yes,No,Yes,Yes,No,No
2172-EJXVF,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4701-AHWMW,No,DSL,No,No,Yes,Yes,Yes,Yes
4273-MBHYA,Yes,Fiber optic,No,No,No,No,Yes,Yes
4110-PFEUZ,Yes,Fiber optic,No,No,No,No,No,No
1335-MXCSE,Yes,DSL,No,No,Yes,Yes,No,No
3170-GWYKC,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3244-CQPHU,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
8050-WYBND,No,DSL,No,No,Yes,No,Yes,Yes
6993-OHLXR,Yes,Fiber optic,No,No,No,No,No,No
3812-LRZIR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2972-YDYUW,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
7996-BPXHY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5242-UOWHD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5816-QVHRX,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
1069-QJOEE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7217-JYHOQ,Yes,DSL,Yes,Yes,No,Yes,No,Yes
2659-VXMWZ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3308-DGHKL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7088-FBAWU,Yes,DSL,Yes,Yes,No,No,Yes,Yes
2660-EMUBI,Yes,Fiber optic,No,No,No,No,Yes,Yes
3640-PHQXK,Yes,Fiber optic,No,No,Yes,No,No,Yes
8752-IMQOS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0238-WHBIQ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5337-IIWKZ,No,DSL,No,No,Yes,Yes,Yes,No
1285-OKIPP,Yes,Fiber optic,No,No,No,No,No,Yes
2761-XECQW,No,DSL,Yes,No,Yes,No,No,Yes
2926-JEJJC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6743-HHQPF,No,DSL,No,No,No,No,No,No
1386-ZIKUV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3662-FXJFO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0774-RMNUW,No,DSL,Yes,Yes,No,Yes,Yes,Yes
4908-XAXAY,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
4854-SSLTN,Yes,DSL,Yes,Yes,No,Yes,No,No
9504-DSHWM,Yes,DSL,No,Yes,No,Yes,No,No
1309-XGFSN,Yes,DSL,Yes,No,Yes,No,Yes,Yes
1568-BEKZM,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8263-QMNTJ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6599-RCLCJ,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
8259-DZLIZ,Yes,DSL,Yes,No,No,No,No,No
5016-ETTFF,No,DSL,No,No,Yes,No,No,No
0520-FDVVT,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3717-FDJFU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5630-IXDXV,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
6712-OAWRH,Yes,Fiber optic,No,No,No,No,Yes,Yes
0549-CYCQN,Yes,Fiber optic,Yes,No,No,No,No,No
6609-MXJHJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5756-OZRIO,Yes,DSL,Yes,No,No,No,No,Yes
8510-BBWMU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2533-QVMSK,Yes,Fiber optic,Yes,No,No,Yes,Yes,No
9730-DRTMJ,Yes,DSL,No,Yes,No,Yes,Yes,No
1965-DDBWU,Yes,Fiber optic,No,No,No,Yes,No,Yes
3462-BJQQA,Yes,Fiber optic,Yes,No,No,No,Yes,No
2968-SSGAA,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9381-NDKME,No,DSL,No,No,Yes,No,No,Yes
2725-KXXWT,Yes,Fiber optic,No,No,No,No,Yes,Yes
4538-WNTMJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7596-ZYWBB,Yes,DSL,Yes,Yes,No,Yes,No,No
5536-SLHPM,Yes,Fiber optic,No,No,Yes,No,No,No
8564-LDKFL,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1636-NTNCO,No,DSL,Yes,No,No,No,Yes,Yes
3284-SVCRO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1591-XWLGB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0742-LAFQK,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
5161-UBZXI,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
0461-CVKMU,Yes,Fiber optic,Yes,No,Yes,Yes,No,No
0369-ZGOVK,Yes,Fiber optic,No,No,No,No,No,No
4906-ZHGPK,Yes,DSL,Yes,No,No,Yes,Yes,No
0181-RITDD,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7271-AJDTL,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
5063-IUOKK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2886-KEFUM,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
9644-KVCNC,Yes,Fiber optic,No,No,Yes,No,Yes,No
3808-HFKDE,Yes,DSL,No,No,No,No,No,No
6267-DCFFZ,Yes,Fiber optic,Yes,No,No,No,Yes,No
7967-HYCDE,Yes,Fiber optic,No,No,No,No,No,No
3549-ZTMNH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2169-RRLFW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8133-ANHHJ,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
0303-WMMRN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0463-ZSDNT,Yes,DSL,No,No,No,No,No,Yes
8746-BFOAJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0835-JKADZ,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9862-KJTYK,No,DSL,No,No,No,No,No,No
3891-PUQOD,Yes,DSL,No,No,Yes,No,No,Yes
1769-GRUIK,Yes,Fiber optic,No,No,No,No,No,No
6407-GSJNL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5014-WUQMG,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
6223-DHJGV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0164-XAIRP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5035-PGZXH,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4083-BFNYK,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
7176-WRTNX,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9992-RRAMN,Yes,Fiber optic,No,No,No,No,No,Yes
6849-OYAMU,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
7730-CLDSV,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes
7872-RDDLZ,Yes,DSL,Yes,No,No,No,No,No
1574-DYCWE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3569-VLDHH,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
5760-WRAHC,Yes,DSL,No,Yes,Yes,Yes,No,Yes
0219-YTZUE,Yes,Fiber optic,Yes,No,Yes,No,No,No
8450-UYIBU,No,DSL,No,No,Yes,No,Yes,No
7644-OMVMY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7802-EFKNY,No,DSL,No,No,No,No,No,No
7492-TAFJD,No,DSL,Yes,Yes,Yes,No,No,No
9667-TKTVZ,Yes,DSL,No,No,No,Yes,No,No
9489-JMTTN,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2344-JMOGN,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No
5887-IKKYO,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
1964-SVLEA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1216-JWVUX,Yes,Fiber optic,Yes,No,No,No,No,No
3374-TTZTK,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7621-VPNET,Yes,Fiber optic,No,No,Yes,Yes,No,No
1116-FRYVH,No,DSL,Yes,Yes,No,Yes,No,No
6061-GWWAV,Yes,DSL,Yes,Yes,Yes,No,Yes,No
5536-RTPWK,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4353-HYOJD,Yes,DSL,Yes,No,No,No,No,No
5150-ITWWB,Yes,Fiber optic,No,No,No,No,Yes,Yes
9189-JWSHV,Yes,Fiber optic,No,No,No,No,Yes,Yes
3727-JEZTU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6519-ZHPXP,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6688-UZPWD,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
8378-LKJAF,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5206-XZZQI,Yes,Fiber optic,Yes,No,No,Yes,No,No
6674-KVJHG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7242-QZLXF,No,DSL,No,No,No,No,No,No
5442-BHQNG,Yes,Fiber optic,No,No,No,No,No,No
7943-RQCHR,Yes,Fiber optic,No,No,No,No,Yes,Yes
8548-AWOFC,Yes,DSL,No,No,No,Yes,No,Yes
3723-BFBGR,Yes,DSL,Yes,No,No,No,No,No
5188-HGMLP,Yes,Fiber optic,No,No,No,No,No,No
9209-NWPGU,Yes,DSL,No,Yes,No,Yes,Yes,No
0604-THJFP,Yes,DSL,Yes,No,No,Yes,Yes,Yes
9933-QRGTX,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
7473-ZBDSN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0212-ISBBF,No,DSL,Yes,No,No,No,Yes,Yes
7923-IYJWY,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9541-PWTWO,Yes,DSL,No,No,Yes,Yes,Yes,Yes
2969-WGHQO,Yes,DSL,Yes,Yes,Yes,No,Yes,No
1767-TGTKO,Yes,DSL,No,No,No,No,No,No
4312-KFRXN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0354-WYROK,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2927-QRRQV,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
2810-FTLEM,Yes,DSL,No,Yes,No,No,No,No
8469-SNFFH,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
9170-GYZJC,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
0962-CQPWQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0107-YHINA,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6350-XFYGW,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8456-QDAVC,Yes,Fiber optic,No,No,No,No,Yes,No
9374-YOLBJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3694-DELSO,No,DSL,No,Yes,No,No,Yes,No
2931-SVLTV,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3200-MNQTF,Yes,DSL,Yes,Yes,Yes,Yes,No,No
1322-AGOQM,No,DSL,Yes,No,No,No,No,No
8495-LJDFO,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2753-JMMCV,Yes,DSL,Yes,No,Yes,Yes,No,Yes
7641-EUYET,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
9317-WZPGV,Yes,Fiber optic,No,No,No,No,No,Yes
6502-MJQAE,Yes,Fiber optic,No,No,No,No,No,No
5402-HTOTQ,Yes,DSL,Yes,No,No,No,No,No
9705-IOVQQ,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
0434-CSFON,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1342-JPNKI,Yes,Fiber optic,No,No,No,No,Yes,No
2195-VVRJF,Yes,DSL,No,Yes,No,No,No,Yes
4753-PADAS,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1536-YHDOE,Yes,DSL,No,Yes,No,Yes,No,No
3521-SYVOR,Yes,DSL,No,No,No,No,Yes,Yes
6551-GNYDG,Yes,Fiber optic,No,No,No,No,No,Yes
0357-NVCRI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1866-ZSLJM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9415-TPKRV,Yes,DSL,Yes,No,No,No,No,No
9786-YWNHU,Yes,DSL,Yes,Yes,Yes,Yes,No,No
3521-MNKLV,Yes,DSL,No,No,Yes,No,No,No
3750-RNQKR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4598-ZADCK,No,DSL,Yes,Yes,Yes,Yes,Yes,No
6789-HJBWG,Yes,DSL,Yes,No,No,No,No,No
9152-AMKAK,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
1563-IWQEX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7531-GQHME,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3866-MDTUB,Yes,DSL,No,Yes,No,No,Yes,Yes
1307-TVUFB,Yes,Fiber optic,Yes,No,No,No,No,No
2043-WVTQJ,Yes,DSL,No,Yes,Yes,No,No,No
3351-NQLDI,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
5275-SQEIZ,Yes,Fiber optic,No,No,No,No,No,Yes
2694-CIUMO,Yes,Fiber optic,No,No,No,Yes,No,No
8080-DDEMJ,Yes,DSL,No,No,No,No,No,No
1597-FZREH,Yes,DSL,No,No,Yes,Yes,Yes,Yes
1150-FTQGN,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
3915-ODIYG,Yes,DSL,Yes,Yes,No,No,No,Yes
2321-OMBXY,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
5480-TBGPH,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
2668-TZSPS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7932-WPTDS,No,DSL,No,No,No,No,No,No
1576-PFZIW,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1730-ZMAME,Yes,Fiber optic,No,No,No,No,No,Yes
2303-PJYHN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5951-AOFIH,Yes,DSL,Yes,No,Yes,No,Yes,No
2154-KVJFF,Yes,Fiber optic,Yes,No,No,No,No,No
0869-PAPRP,Yes,Fiber optic,No,No,Yes,No,Yes,No
7789-HKSBS,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1518-VOWAV,Yes,DSL,Yes,Yes,No,No,Yes,Yes
1891-FZYSA,Yes,Fiber optic,Yes,No,No,No,Yes,No
4282-ACRXS,No,DSL,No,No,No,No,No,No
7481-ATQQS,Yes,Fiber optic,No,No,Yes,No,No,Yes
1813-JYWTO,Yes,Fiber optic,No,Yes,No,No,No,No
4625-EWPTF,No,DSL,No,Yes,No,No,No,No
9079-LWTFD,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
1656-DRSMG,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6825-UYPFK,Yes,Fiber optic,No,No,No,No,No,No
3585-ISXZP,Yes,Fiber optic,No,No,No,No,Yes,Yes
0168-XZKBB,Yes,Fiber optic,No,No,No,No,Yes,No
4332-MUOEZ,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
3946-JEWRQ,Yes,Fiber optic,No,No,No,No,Yes,Yes
4129-LYCOI,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
2034-CGRHZ,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
0743-HNPFG,Yes,DSL,Yes,Yes,No,Yes,No,Yes
3190-XFANI,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
4223-WOZCM,Yes,DSL,No,No,Yes,No,No,No
4690-LLKUA,Yes,DSL,No,No,No,No,No,No
2391-SOORI,Yes,DSL,No,Yes,No,No,No,No
0348-SDKOL,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5168-MSWXT,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7137-RYLPP,Yes,Fiber optic,No,No,No,No,Yes,No
5445-PZWGX,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
5811-IWXYM,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5884-GCYMI,Yes,Fiber optic,No,No,No,No,No,No
6285-FTQBF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9823-EALYC,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
3639-XJHKQ,Yes,DSL,Yes,Yes,Yes,No,No,No
5896-NPFWW,Yes,DSL,No,No,Yes,No,No,No
6258-PVZWJ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4704-ERYFC,Yes,Fiber optic,No,No,No,No,No,No
6847-KJLTS,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
5510-BOIUJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6598-KELSS,No,DSL,Yes,Yes,No,No,Yes,No
8200-KLNYW,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
5743-KHMNA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9178-JHUVJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8148-NLEGT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2434-EEVDB,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
7742-MYPGI,Yes,DSL,No,No,No,Yes,No,No
0428-IKYCP,Yes,Fiber optic,No,No,Yes,No,Yes,No
9805-FILKB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6024-RUGGH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9450-TRJUU,Yes,Fiber optic,No,No,No,No,Yes,No
4075-JFPGR,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
4418-LZMSV,Yes,DSL,Yes,No,Yes,Yes,No,No
8681-ICONS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7445-WMRBW,Yes,DSL,Yes,No,Yes,Yes,Yes,No
4701-MLJPN,Yes,DSL,No,No,Yes,Yes,No,No
6259-WJQLC,Yes,Fiber optic,No,No,Yes,No,No,No
0621-JFHOL,No,DSL,No,No,No,Yes,No,No
2454-RPBRZ,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
3584-WKTTW,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9601-BRXPO,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
9833-TGFHX,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
9143-CANJF,Yes,DSL,No,Yes,No,Yes,No,No
5567-WSELE,Yes,Fiber optic,No,No,No,No,Yes,Yes
8178-EYZUO,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
8084-OIVBS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7876-BEUTG,Yes,DSL,No,No,No,No,No,No
5916-QEWPT,Yes,DSL,No,No,Yes,No,Yes,Yes
9848-JQJTX,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1996-DBMUS,Yes,Fiber optic,No,No,No,No,No,No
8197-BFWVU,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6064-ZATLR,Yes,DSL,Yes,Yes,No,No,No,No
1265-ZFOSD,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
