customer_id,contract,payment_method,paperless_billing
3078-ZKNTS,Two year,Bank transfer (automatic),Yes
8174-TBVCF,Two year,Credit card (automatic),Yes
0268-QKIWO,Month-to-month,Electronic check,No
7408-OFWXJ,Two year,Credit card (automatic),No
2346-CZYIL,Two year,Credit card (automatic),No
8242-JSVBO,Month-to-month,Bank transfer (automatic),Yes
9253-QXKBE,Month-to-month,Electronic check,Yes
8883-ANODQ,Two year,Credit card (automatic),Yes
6877-LGWXO,Month-to-month,Electronic check,No
7839-QRKXN,Month-to-month,Mailed check,Yes
4818-DRBQT,Month-to-month,Bank transfer (automatic),Yes
1264-FUHCX,One year,Credit card (automatic),Yes
1830-IPXVJ,Two year,Credit card (automatic),No
6857-TKDJV,Two year,Bank transfer (automatic),No
8914-RBTSB,Month-to-month,Electronic check,No
4521-YEEHE,Month-to-month,Electronic check,Yes
4393-RYCRE,One year,Electronic check,Yes
0390-DCFDQ,Month-to-month,Mailed check,Yes
4587-NUKOX,Month-to-month,Electronic check,Yes
1813-JYWTO,Two year,Bank transfer (automatic),No
6518-LGAOV,Month-to-month,Electronic check,Yes
5453-AXEPF,Month-to-month,Bank transfer (automatic),Yes
4801-KFYKL,Month-to-month,Bank transfer (automatic),No
3370-GQEAL,Month-to-month,Electronic check,No
0533-BNWKF,Month-to-month,Electronic check,Yes
7159-FVYPK,Month-to-month,Bank transfer (automatic),Yes
1342-JPNKI,Month-to-month,Bank transfer (automatic),Yes
1179-INLAT,One year,Mailed check,Yes
4229-CZMLL,Month-to-month,Electronic check,Yes
8591-NXRCV,Month-to-month,Bank transfer (automatic),Yes
0401-WDBXM,Two year,Bank transfer (automatic),Yes
4747-LCAQL,Month-to-month,Mailed check,Yes
5084-OOVCJ,Month-to-month,Credit card (automatic),Yes
0722-SVSFK,Month-to-month,Electronic check,Yes
6794-HKIAJ,Month-to-month,Bank transfer (automatic),No
8701-DGLVH,Two year,Mailed check,No
1696-HXOWK,One year,Mailed check,No
3672-YITQD,Month-to-month,Electronic check,Yes
2896-TBNBE,One year,Electronic check,No
9348-ROUAI,Two year,Credit card (automatic),No
3900-AQPHZ,Month-to-month,Mailed check,No
7562-UXTPG,Month-to-month,Mailed check,Yes
0345-XMMUG,Two year,Credit card (automatic),Yes
4369-NYSCF,One year,Bank transfer (automatic),Yes
1334-FJSVR,Month-to-month,Electronic check,Yes
8780-IXSTS,Month-to-month,Electronic check,Yes
9367-WXLCH,Month-to-month,Bank transfer (automatic),No
1930-QPBVZ,Two year,Bank transfer (automatic),No
6227-HWPWX,Month-to-month,Bank transfer (automatic),No
8152-VETUR,Two year,Credit card (automatic),Yes
9297-EONCV,Two year,Bank transfer (automatic),Yes
3062-ICYZQ,Month-to-month,Electronic check,Yes
1282-IHQAC,One year,Credit card (automatic),Yes
4667-OHGKG,Month-to-month,Mailed check,Yes
8229-MYEJZ,Month-to-month,Electronic check,No
6484-LATFU,Two year,Mailed check,No
6048-UWKAL,Two year,Credit card (automatic),No
4465-VDKIQ,Month-to-month,Electronic check,No
8380-MQINP,Two year,Mailed check,No
5447-WZAFP,One year,Mailed check,Yes
5774-XZTQC,Month-to-month,Mailed check,No
3229-USWAR,One year,Bank transfer (automatic),Yes
8672-OAUPW,One year,Credit card (automatic),No
7527-QNRUS,Two year,Mailed check,Yes
8963-MQVYN,Month-to-month,Electronic check,Yes
9624-EGDEQ,Two year,Mailed check,No
6402-ZFPPI,Month-to-month,Mailed check,Yes
7077-XJMET,Month-to-month,Electronic check,Yes
2126-GSEGL,Two year,Bank transfer (automatic),Yes
1245-HARPS,Two year,Mailed check,No
6933-VLYFX,One year,Electronic check,No
6000-UKLWI,Two year,Mailed check,No
2362-IBOOY,Month-to-month,Electronic check,Yes
1642-HMARX,Two year,Electronic check,Yes
1174-FGIFN,One year,Electronic check,Yes
1625-JAIIY,One year,Electronic check,Yes
4013-GUXND,Month-to-month,Mailed check,No
0454-OKRCT,Two year,Bank transfer (automatic),No
5898-IGSLP,Month-to-month,Electronic check,No
6185-TASNN,Month-to-month,Electronic check,No
6772-WFQRD,One year,Bank transfer (automatic),Yes
0906-QVPMS,Two year,Bank transfer (automatic),No
3870-MQAMG,One year,Electronic check,No
2220-IAHLS,Month-to-month,Credit card (automatic),No
3249-ZPQRG,Month-to-month,Electronic check,No
2988-QRAJY,Two year,Credit card (automatic),Yes
8654-DHAOW,Month-to-month,Mailed check,No
4940-KHCWD,Two year,Bank transfer (automatic),No
1260-TTRXI,Month-to-month,Electronic check,No
3934-HXCFZ,Month-to-month,Electronic check,Yes
1157-BQCUW,Month-to-month,Electronic check,Yes
6653-CBBOM,Month-to-month,Electronic check,Yes
3217-FZDMN,Month-to-month,Credit card (automatic),Yes
0129-QMPDR,One year,Bank transfer (automatic),Yes
2305-MRGLV,Month-to-month,Bank transfer (automatic),No
1208-DNHLN,One year,Credit card (automatic),Yes
4109-CYRBD,Month-to-month,Electronic check,Yes
8882-TLVRW,Two year,Mailed check,No
5844-QVTAT,One year,Mailed check,Yes
1353-GHZOS,One year,Bank transfer (automatic),Yes
0311-QYWSS,Month-to-month,Electronic check,Yes
0526-SXDJP,Two year,Bank transfer (automatic),No
4248-QPAVC,Month-to-month,Bank transfer (automatic),Yes
3363-EWLGO,Month-to-month,Mailed check,No
7938-OUHIO,Month-to-month,Electronic check,Yes
0594-UFTUL,Month-to-month,Mailed check,Yes
1042-HFUCW,One year,Credit card (automatic),Yes
2453-SAFNS,One year,Mailed check,No
0257-KXZGU,Month-to-month,Bank transfer (automatic),No
5047-LHVLY,Month-to-month,Mailed check,Yes
3146-JTQHR,One year,Bank transfer (automatic),No
4759-TRPLW,Month-to-month,Electronic check,No
8384-FZBJK,Month-to-month,Electronic check,Yes
6609-MXJHJ,Two year,Mailed check,Yes
0899-LIIBW,Month-to-month,Electronic check,No
0019-EFAEP,Two year,Bank transfer (automatic),Yes
5296-BFCYD,Two year,Mailed check,Yes
4468-YDOVK,Month-to-month,Bank transfer (automatic),Yes
9570-KYEUA,Two year,Credit card (automatic),No
9626-WEQRM,Month-to-month,Mailed check,Yes
1400-WIVLL,Two year,Electronic check,No
2959-MJHIC,Month-to-month,Electronic check,Yes
6408-WHTEF,Two year,Mailed check,Yes
9385-EHGDO,Two year,Mailed check,Yes
0277-BKSQP,Month-to-month,Electronic check,Yes
6215-NQCPY,Month-to-month,Electronic check,Yes
1051-GEJLJ,Month-to-month,Mailed check,No
5172-RKOCB,Two year,Credit card (automatic),Yes
0961-ZWLVI,One year,Credit card (automatic),Yes
1057-FOGLZ,Month-to-month,Mailed check,No
4322-RCYMT,One year,Bank transfer (automatic),Yes
7268-IGMFD,Month-to-month,Bank transfer (automatic),No
9787-XVQIU,Month-to-month,Electronic check,Yes
7660-HDPJV,Month-to-month,Electronic check,Yes
1449-XQEMT,Month-to-month,Mailed check,Yes
5917-RYRMG,One year,Credit card (automatic),No
2240-HSJQD,Month-to-month,Mailed check,Yes
5850-BDWCY,Month-to-month,Mailed check,No
8563-OYMQY,Month-to-month,Credit card (automatic),Yes
5317-FLPJF,Two year,Bank transfer (automatic),Yes
3247-ZVOUO,Month-to-month,Electronic check,No
0042-RLHYP,Two year,Bank transfer (automatic),No
0224-RLWWD,Month-to-month,Electronic check,Yes
2474-LCNUE,Month-to-month,Credit card (automatic),Yes
4749-VFKVB,Month-to-month,Mailed check,Yes
0430-IHCDJ,Month-to-month,Electronic check,Yes
5747-PMBSQ,Month-to-month,Mailed check,Yes
3359-DSRKA,Two year,Mailed check,Yes
8224-IVVPA,Month-to-month,Mailed check,Yes
6199-IPCAO,Two year,Mailed check,No
0018-NYROU,Month-to-month,Electronic check,Yes
9537-VHDTA,Month-to-month,Mailed check,No
8739-QOTTN,Month-to-month,Mailed check,No
7253-UVNDW,Two year,Credit card (automatic),No
6377-KSLXC,Month-to-month,Mailed check,No
7967-HYCDE,Month-to-month,Bank transfer (automatic),No
3389-KTRXV,Two year,Mailed check,No
9469-WEJBT,Month-to-month,Electronic check,Yes
2144-ESWKO,One year,Credit card (automatic),Yes
0748-RDGGM,One year,Bank transfer (automatic),Yes
9150-HEPMB,One year,Mailed check,No
5236-PERKL,Two year,Bank transfer (automatic),Yes
9090-SGQXL,Month-to-month,Electronic check,Yes
9995-HOTOH,Two year,Electronic check,No
8979-CAMGB,One year,Electronic check,No
4581-SSPWD,Month-to-month,Electronic check,Yes
8272-ONJLV,One year,Electronic check,No
1089-HDMKP,Month-to-month,Electronic check,Yes
5959-BELXA,Month-to-month,Credit card (automatic),Yes
0599-XNYDO,Month-to-month,Bank transfer (automatic),Yes
5843-TTHGI,Month-to-month,Mailed check,Yes
5382-TEMLV,Month-to-month,Bank transfer (automatic),Yes
2080-SRCDE,Month-to-month,Mailed check,No
4774-HHGGS,Two year,Mailed check,No
4083-BFNYK,One year,Credit card (automatic),No
1813-JLKWR,One year,Bank transfer (automatic),No
8695-WDYEA,Month-to-month,Mailed check,No
5424-RLQLC,Month-to-month,Mailed check,Yes
1670-SVOWZ,Month-to-month,Credit card (automatic),Yes
9802-CAQUT,Two year,Credit card (automatic),No
8849-AYPTR,Month-to-month,Electronic check,No
4636-JGAAI,Month-to-month,Mailed check,No
8084-OIVBS,One year,Mailed check,No
1272-ILHFG,One year,Mailed check,No
3158-MOERK,Month-to-month,Electronic check,Yes
3212-KXOCR,Two year,Bank transfer (automatic),No
7964-VEXDG,Month-to-month,Electronic check,No
3284-SVCRO,Two year,Mailed check,No
9281-PKKZE,Month-to-month,Electronic check,Yes
5697-GOMBF,Month-to-month,Electronic check,Yes
4250-WAROZ,Month-to-month,Electronic check,Yes
7951-VRDVK,One year,Bank transfer (automatic),No
9948-YPTDG,Month-to-month,Electronic check,Yes
7014-ZZXAW,Two year,Credit card (automatic),Yes
8331-ZXFOE,One year,Credit card (automatic),Yes
6087-YPWHO,Two year,Mailed check,No
1755-FZQEC,One year,Mailed check,No
8405-IGQFX,One year,Credit card (automatic),Yes
5371-VYLSX,Month-to-month,Electronic check,Yes
0866-QLSIR,One year,Mailed check,Yes
4403-BWPAY,One year,Credit card (automatic),Yes
0771-CHWSK,Two year,Credit card (automatic),Yes
8791-GFXLZ,Month-to-month,Bank transfer (automatic),Yes
2865-TCHJW,Month-to-month,Electronic check,Yes
8887-IPQNC,Month-to-month,Mailed check,Yes
2672-TGEFF,Month-to-month,Electronic check,Yes
2371-KFUOG,One year,Bank transfer (automatic),No
2000-DHJUY,Two year,Bank transfer (automatic),Yes
5514-YQENT,Two year,Electronic check,Yes
0386-CWRGM,Two year,Mailed check,No
9824-BEMCV,Month-to-month,Electronic check,Yes
9030-QGZNL,Two year,Mailed check,No
1052-QJIBV,Two year,Credit card (automatic),No
5875-YPQFJ,Month-to-month,Electronic check,Yes
7142-HVGBG,Month-to-month,Electronic check,Yes
0404-SWRVG,Month-to-month,Electronic check,Yes
5955-ERIHD,Month-to-month,Electronic check,Yes
3192-LNKRK,Month-to-month,Mailed check,Yes
1636-NTNCO,Month-to-month,Credit card (automatic),Yes
5480-HPRRX,Month-to-month,Electronic check,No
5519-YLDGW,Month-to-month,Electronic check,Yes
8125-QPFJD,Two year,Bank transfer (automatic),Yes
4433-JCGCG,Month-to-month,Electronic check,Yes
5825-XJOCM,One year,Bank transfer (automatic),Yes
4361-JEIVL,Month-to-month,Electronic check,Yes
5304-EFJLP,Two year,Bank transfer (automatic),Yes
7795-CFOCW,One year,Bank transfer (automatic),No
2657-ALMWY,Month-to-month,Electronic check,No
2637-FKFSY,Month-to-month,Mailed check,Yes
8739-WWKDU,Month-to-month,Electronic check,Yes
2725-TTRIQ,Two year,Bank transfer (automatic),Yes
7272-QDCKA,One year,Electronic check,No
5504-WSIUR,One year,Bank transfer (automatic),Yes
7880-XSOJX,Month-to-month,Mailed check,No
3584-WKTTW,One year,Electronic check,Yes
6323-AYBRX,Two year,Mailed check,No
0301-FIDRB,Two year,Bank transfer (automatic),Yes
1075-BGWOH,Month-to-month,Electronic check,Yes
9648-BCHKM,Two year,Credit card (automatic),Yes
4709-LKHYG,One year,Electronic check,No
2911-IJORQ,One year,Bank transfer (automatic),Yes
8393-DLHGA,Month-to-month,Electronic check,Yes
8374-XGEJJ,Month-to-month,Electronic check,Yes
3585-YNADK,One year,Bank transfer (automatic),No
3508-CFVZL,Two year,Mailed check,No
9992-RRAMN,Month-to-month,Electronic check,Yes
8544-JNBOX,Two year,Mailed check,Yes
7529-ZDFXI,Month-to-month,Electronic check,Yes
9389-ACWBI,Month-to-month,Credit card (automatic),No
8042-RNLKO,One year,Bank transfer (automatic),No
9359-JANWS,Two year,Credit card (automatic),No
5651-YLPRD,Month-to-month,Electronic check,Yes
0816-TSPHQ,Month-to-month,Mailed check,No
2330-PQGDQ,One year,Bank transfer (automatic),No
5863-OOKCL,Month-to-month,Mailed check,No
6127-IYJOZ,Month-to-month,Mailed check,Yes
5847-MXBEO,One year,Mailed check,No
4657-FWVFY,Month-to-month,Credit card (automatic),Yes
1545-JFUML,Two year,Electronic check,Yes
0164-APGRB,Two year,Electronic check,Yes
4536-PLEQY,Month-to-month,Credit card (automatic),Yes
3679-XASPY,Month-to-month,Electronic check,No
3756-VNWDH,One year,Electronic check,Yes
8603-IJWDN,Month-to-month,Electronic check,Yes
1750-CSKKM,Month-to-month,Electronic check,No
4039-HEUNW,Month-to-month,Electronic check,Yes
6016-LVTJQ,Month-to-month,Mailed check,No
4957-TIALW,One year,Credit card (automatic),No
8904-OPDCK,Month-to-month,Bank transfer (automatic),Yes
4013-UBXWQ,Month-to-month,Electronic check,Yes
5804-LEPIM,Month-to-month,Electronic check,Yes
8203-XJZRC,Month-to-month,Mailed check,No
9094-AZPHK,Month-to-month,Electronic check,Yes
3653-NCRDJ,One year,Mailed check,Yes
7632-MNYOY,One year,Credit card (automatic),No
9971-ZWPBF,Month-to-month,Electronic check,Yes
0725-CXOTM,One year,Credit card (automatic),Yes
0655-YDGFJ,Month-to-month,Bank transfer (automatic),No
1950-KSVVJ,One year,Mailed check,No
3237-AJGEH,Month-to-month,Mailed check,Yes
4567-AKPIA,One year,Bank transfer (automatic),Yes
8207-DMRVL,Two year,Bank transfer (automatic),No
7442-YGZFK,Month-to-month,Credit card (automatic),Yes
4139-DETXS,Two year,Bank transfer (automatic),No
6806-YDEUL,Month-to-month,Bank transfer (automatic),No
2075-PUEPR,Two year,Bank transfer (automatic),No
9708-KFDBY,Month-to-month,Credit card (automatic),No
6569-KTMDU,Month-to-month,Mailed check,No
1447-GIQMR,Month-to-month,Electronic check,Yes
4547-KQRTM,Month-to-month,Bank transfer (automatic),Yes
4654-ULTTN,Two year,Credit card (automatic),Yes
2862-JVEOY,One year,Mailed check,No
0562-HKHML,Two year,Credit card (automatic),No
9639-BUJXT,One year,Mailed check,No
9928-BZVLZ,Two year,Mailed check,No
1143-NMNQJ,Month-to-month,Electronic check,Yes
5498-TXHLF,Month-to-month,Electronic check,No
2587-YNLES,Two year,Mailed check,No
3717-OEAUQ,Month-to-month,Mailed check,No
8706-HRADD,Month-to-month,Mailed check,Yes
2880-FPNAE,Month-to-month,Electronic check,Yes
5067-XJQFU,One year,Electronic check,Yes
0356-ERHVT,Month-to-month,Bank transfer (automatic),Yes
0327-WFZSY,One year,Electronic check,No
7452-FOLON,One year,Bank transfer (automatic),No
0670-ANMUU,One year,Credit card (automatic),No
4011-ARPHK,Month-to-month,Mailed check,No
5229-DTFYB,Two year,Bank transfer (automatic),Yes
9046-DQMTP,Month-to-month,Bank transfer (automatic),No
6549-BTYPG,Two year,Credit card (automatic),No
9571-EDEBV,One year,Credit card (automatic),Yes
3077-RSNTJ,Month-to-month,Mailed check,No
7268-WNTCP,Two year,Bank transfer (automatic),No
9548-ZMVTX,Two year,Bank transfer (automatic),No
2621-UDNLU,Month-to-month,Mailed check,No
5944-UGLLK,One year,Credit card (automatic),No
3143-ILDAL,Month-to-month,Electronic check,Yes
4619-EVPHY,One year,Bank transfer (automatic),Yes
4139-JPIAM,Month-to-month,Credit card (automatic),Yes
9058-MJLZC,Month-to-month,Electronic check,Yes
3594-UVONA,One year,Credit card (automatic),Yes
1658-TJVOA,Month-to-month,Electronic check,Yes
8434-VGEQQ,Two year,Credit card (automatic),No
7217-JYHOQ,Month-to-month,Credit card (automatic),Yes
1345-GKDZZ,Month-to-month,Mailed check,No
1976-AZZPJ,Month-to-month,Mailed check,No
0207-MDKNV,Month-to-month,Electronic check,No
0100-DUVFC,One year,Electronic check,Yes
7799-LGRDP,Two year,Credit card (automatic),Yes
5186-SAMNZ,Month-to-month,Bank transfer (automatic),Yes
8017-LXHFA,Month-to-month,Electronic check,Yes
2242-MFOTG,One year,Bank transfer (automatic),No
0661-WCQNQ,One year,Credit card (automatic),Yes
8313-KTIHG,Month-to-month,Electronic check,Yes
2984-AFWNC,Month-to-month,Electronic check,No
6865-JZNKO,Month-to-month,Bank transfer (automatic),Yes
5393-RXQSZ,Month-to-month,Electronic check,No
6278-FEPBZ,Month-to-month,Mailed check,No
7639-SUPCW,Month-to-month,Credit card (automatic),Yes
8920-NAVAY,One year,Bank transfer (automatic),Yes
6168-YBYNP,Month-to-month,Electronic check,Yes
7041-TXQJH,Month-to-month,Credit card (automatic),Yes
5791-KAJFD,One year,Bank transfer (automatic),Yes
3387-VATUS,Month-to-month,Bank transfer (automatic),Yes
3148-BLQJT,Month-to-month,Mailed check,No
4299-SIMNS,Month-to-month,Electronic check,Yes
4911-BANWH,Month-to-month,Credit card (automatic),Yes
0484-FFVBJ,One year,Bank transfer (automatic),Yes
3589-PPVKW,Month-to-month,Mailed check,Yes
6178-KFNHS,Month-to-month,Electronic check,Yes
1395-WSWXR,Two year,Mailed check,No
0818-OCPZO,Month-to-month,Electronic check,Yes
9418-RUKPH,Two year,Mailed check,Yes
2476-YGEFM,Month-to-month,Credit card (automatic),Yes
6725-TPKJO,Two year,Mailed check,No
1240-HCBOH,Two year,Mailed check,Yes
0013-MHZWF,Month-to-month,Credit card (automatic),Yes
0772-GYEQQ,Month-to-month,Mailed check,Yes
0621-CXBKL,Two year,Mailed check,No
7549-MYGPK,Month-to-month,Electronic check,Yes
8008-OTEZX,One year,Mailed check,No
7644-OMVMY,Two year,Mailed check,No
1399-OUPJN,Two year,Bank transfer (automatic),No
1379-FRVEB,Month-to-month,Electronic check,Yes
9851-KIELU,Month-to-month,Electronic check,Yes
5854-KSRBJ,Two year,Mailed check,No
8731-WBBMB,Month-to-month,Bank transfer (automatic),No
2249-YPRNG,Month-to-month,Bank transfer (automatic),Yes
0354-VXMJC,Two year,Credit card (automatic),No
4873-ILOLJ,Month-to-month,Electronic check,Yes
0003-MKNFE,Month-to-month,Mailed check,No
2141-RRYGO,Month-to-month,Bank transfer (automatic),Yes
7318-EIVKO,Month-to-month,Electronic check,Yes
6080-LNESI,Two year,Mailed check,No
9026-LHEVG,Month-to-month,Electronic check,No
6586-PSJOX,One year,Credit card (automatic),No
2589-AYCRP,One year,Bank transfer (automatic),No
0135-NMXAP,Month-to-month,Bank transfer (automatic),Yes
4361-BKAXE,Month-to-month,Bank transfer (automatic),Yes
2977-CEBSX,Two year,Credit card (automatic),Yes
3074-GQWYX,Month-to-month,Bank transfer (automatic),Yes
0082-OQIQY,Month-to-month,Electronic check,Yes
6762-QVYJO,Two year,Mailed check,No
9430-NKQLY,Two year,Credit card (automatic),Yes
8919-FYFQZ,Month-to-month,Electronic check,Yes
6559-RAKOZ,One year,Electronic check,Yes
3717-OFRTN,Month-to-month,Bank transfer (automatic),No
0428-AXXLJ,One year,Bank transfer (automatic),Yes
0164-XAIRP,Two year,Bank transfer (automatic),Yes
8208-EUMTE,Two year,Mailed check,No
7502-BNYGS,Month-to-month,Credit card (automatic),Yes
7054-LGEQW,Month-to-month,Mailed check,No
1608-GMEWB,Month-to-month,Bank transfer (automatic),Yes
2150-WLKUW,One year,Bank transfer (automatic),No
2068-WWXQZ,Two year,Bank transfer (automatic),No
5451-YHYPW,Two year,Credit card (automatic),Yes
1984-FCOWB,One year,Electronic check,Yes
6537-QLGEX,Month-to-month,Electronic check,Yes
3407-JMJQQ,Two year,Bank transfer (automatic),Yes
1518-OMDIK,Month-to-month,Credit card (automatic),Yes
1170-SASML,Month-to-month,Bank transfer (automatic),Yes
6688-UZPWD,Month-to-month,Electronic check,Yes
9565-FLVCG,Two year,Mailed check,Yes
2378-HTWFW,Month-to-month,Credit card (automatic),No
9909-DFRJA,One year,Bank transfer (automatic),Yes
6292-TOSSS,Two year,Bank transfer (automatic),No
4636-OLWOE,One year,Electronic check,Yes
4990-ALDGW,Two year,Mailed check,No
0302-JOIVN,Month-to-month,Electronic check,No
4625-LAMOB,Two year,Credit card (automatic),No
2176-OSJUV,Two year,Bank transfer (automatic),No
0870-VEMYL,Month-to-month,Credit card (automatic),No
3923-CSIHK,Month-to-month,Electronic check,Yes
0665-XHDJU,Two year,Electronic check,Yes
4993-JCRGJ,Month-to-month,Mailed check,Yes
3638-VBZTA,Two year,Bank transfer (automatic),Yes
5175-WLYXL,Month-to-month,Mailed check,Yes
7203-OYKCT,One year,Electronic check,Yes
4987-GQWPO,Month-to-month,Credit card (automatic),No
8091-TTVAX,One year,Credit card (automatic),No
7570-WELNY,Two year,Bank transfer (automatic),Yes
3173-NVMPX,Month-to-month,Mailed check,Yes
